sample_id,project_name,report_section,applicable_object,pollutant_or_item,standard_name,standard_code,applicable_clause_or_table,limit_or_requirement,original_text,suggested_workflow,note
S04,佛山市圣鹏包装材料有限公司新建项目,4、固体废物排放标准,危险废物贮存/管理,危险废物,危险废物贮存污染控制标准,GB18597-2023,,执行《国家危险废物名录》（2025 年版）、《危险废物贮存污染控制标准》（GB18597-2023）、《危险废物收集 贮存 运输技术规范》（HJ2025-2012）相关要求,危险废物执行《国家危险废物名录》（2025 年版）、《危险废物贮存污染控制标准》（GB18597-2023）、《危险废物收集 贮存 运输技术规范》（HJ2025-2012）相关要求。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S04,佛山市圣鹏包装材料有限公司新建项目,②本项目产生的危险废物主要为废化学品包装材料、废润滑油、含油废抹布、废油桶、废活性炭。,危险废物贮存/管理,危险废物,危险废物贮存污染控制标准,GB18597-2023,,达到合法合理处置的目的，本评价按照《危险废物贮存污染控制标准》（GB 18597-2023）等国家相关法律，提出相应的治理措施，以进一步规范项目在收集、贮运、处置方式等操作过程,危险废物从产生、收集、贮运、转运、处置等各个环节都可能因管理不善而进入环境，因此在各个环节中，抛落、渗漏、丢弃等不完善问题都可能存在，为了使各种危险废物能更好的达到合法合理处置的目的，本评价按照《危险废物贮存污染控制标准》（GB 18597-2023）等国家相关法律，提出相应的治理措施，以进一步规范项目在收集、贮运、处置方式等操作过程。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,VOCs,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表3,限值,## 五、环境保护措施监督检查清单 | 厂区内无组织 | 覆膜、制袋 | NMHC | / | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）表3厂区内VOCs无组织排放限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,五、环境保护措施监督检查清单,厂界废气/噪声,噪声,工业企业厂界环境噪声排放标准,GB12348-2008,,3类,## 五、环境保护措施监督检查清单 | 声环境 | 生产设备 | 建议合理布局厂房，使用低噪声的生产设备，墙体隔音、距离衰减 | 《工业企业厂界环境噪声排放标准》（GB12348-2008）3类标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,五、环境保护措施监督检查清单,危险废物贮存/管理,危险废物,危险废物贮存污染控制标准,GB18597-2023,,达到减量化、资源化、无害化的治理效果；满足相应防渗漏、防雨淋、防扬尘等环境保护要求，并依法处理处置；须满足《危险废物贮存污染控制标准》（GB18597-2023）相关要求，危险废物委托有资质的单位进行处理处置,## 五、环境保护措施监督检查清单 | 固体废物 | 固体废物达到减量化、资源化、无害化的治理效果。项目危险废物、一般工业固体废物贮存及处置应符合法律法规及国家污染物控制标准要求。一般工业固废经收集后交由专业回收公司回收处理，一般工业固体废物贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求，并依法处理处置；危废暂存间须满足《危险废物贮存污染控制标准》（GB18597-2023）相关要求，危险废物委托有资质的单位进行处理处置。生活垃圾交由环卫部门处理。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,五、环境保护措施监督检查清单,危险废物贮存/管理,一般工业固体废物,危险废物贮存污染控制标准,GB18597-2023,,达到减量化、资源化、无害化的治理效果；满足相应防渗漏、防雨淋、防扬尘等环境保护要求，并依法处理处置；须满足《危险废物贮存污染控制标准》（GB18597-2023）相关要求，危险废物委托有资质的单位进行处理处置,## 五、环境保护措施监督检查清单 | 固体废物 | 固体废物达到减量化、资源化、无害化的治理效果。项目危险废物、一般工业固体废物贮存及处置应符合法律法规及国家污染物控制标准要求。一般工业固废经收集后交由专业回收公司回收处理，一般工业固体废物贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求，并依法处理处置；危废暂存间须满足《危险废物贮存污染控制标准》（GB18597-2023）相关要求，危险废物委托有资质的单位进行处理处置。生活垃圾交由环卫部门处理。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,五、环境保护措施监督检查清单,危险废物贮存/管理,生活垃圾,危险废物贮存污染控制标准,GB18597-2023,,达到减量化、资源化、无害化的治理效果；满足相应防渗漏、防雨淋、防扬尘等环境保护要求，并依法处理处置；须满足《危险废物贮存污染控制标准》（GB18597-2023）相关要求，危险废物委托有资质的单位进行处理处置,## 五、环境保护措施监督检查清单 | 固体废物 | 固体废物达到减量化、资源化、无害化的治理效果。项目危险废物、一般工业固体废物贮存及处置应符合法律法规及国家污染物控制标准要求。一般工业固废经收集后交由专业回收公司回收处理，一般工业固体废物贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求，并依法处理处置；危废暂存间须满足《危险废物贮存污染控制标准》（GB18597-2023）相关要求，危险废物委托有资质的单位进行处理处置。生活垃圾交由环卫部门处理。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,危险废物,危险废物贮存污染控制标准,GB18597-2023,,按照《危险废物贮存污染控制标准》（GB18597-2023）有关规范设计，按要求做好防渗措施,## 五、环境保护措施监督检查清单 | 土壤及地下水污染 | 厂区内应进行硬底化处理，项目危废暂存间、原料仓库油类存放区应严格按照《危险废物贮存污染控制标准》（GB18597-2023）有关规范设计，按要求做好防渗措施；,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,4、固体废物排放标准,危险废物贮存/管理,危险废物,危险废物贮存污染控制标准,GB18597-2023,,执行《国家危险废物名录》（2021年版）、《危险废物贮存污染控制标准》（GB18597-2023）、《危险废物收集 贮存 运输技术规范》（HJ2025-2012）相关要求,危险废物执行《国家危险废物名录》（2021年版）、《危险废物贮存污染控制标准》（GB18597-2023）、《危险废物收集 贮存 运输技术规范》（HJ2025-2012）相关要求。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S05,佛山市兆景天包装材料有限公司新建项目,②本项目产生的危险废物主要为废机油、废含油抹布、废油桶、废活性炭。,危险废物贮存/管理,危险废物,危险废物贮存污染控制标准,GB18597-2023,,达到合法合理处置的目的，本评价按照《危险废物贮存污染控制标准》（GB 18597-2023）等国家相关法律，提出相应的治理措施，以进一步规范项目在收集、贮运、处置方式等操作过程,危险废物从产生、收集、贮运、转运、处置等各个环节都可能因管理不善而进入环境，因此在各个环节中，抛落、渗漏、丢弃等不完善问题都可能存在，为了使各种危险废物能更好的达到合法合理处置的目的，本评价按照《危险废物贮存污染控制标准》（GB 18597-2023）等国家相关法律，提出相应的治理措施，以进一步规范项目在收集、贮运、处置方式等操作过程。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S06,佛山市一铧金属制品有限公司新建（重新申报）项目,①与《广东省人民政府关于印发广东省“三线一单”生态环境分区管控方案的通知》（粤府〔2020〕71号）相符性分析,有组织废气/排气筒,环境质量执行标准,环境空气质量标准,GB3095-2012,,25m；浓度均可到《环境空气质量标准》(GB3095-2012)及其修改单二级标准限值要求,"到III类标准要求;建设单位拟在固化、烘干炉出入口处设置集气罩(三侧有围挡)收集后通过“活性炭吸附装置”处理后,尾气引至25m高排气筒(G2)高空排放,可有效减少废气排放;本项目所在区域环境空气质量调查现状显示,环境空气质量除臭氧外, $SO_{2}$ 、 $NO_{2}$ 、 $PM_{10}$ 、 $PM_{2.5}$ 、CO五项污染物质量浓度均可到《环境空气质量标准》(GB3095-2012)及其修改单二级标准限值要求;本项目位于厂房三楼,无土壤环境风险影响;根据项目主要环境影响和保护措施分析,本项目营运后在正常工况下所排放的污染物不会对环境造成明显影响,环境质量可以保持现有水平。",7-环境质量执行标准准确性判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S06,佛山市一铧金属制品有限公司新建（重新申报）项目,五、环境保护措施监督检查清单,厂区内无组织废气,NMHC,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表3,限值,五、环境保护措施监督检查清单 | 厂区内 | 固化 | NMHC | 加强车间通风 | 《固定污染源挥发性有机物综合排放标准》(DB44/2367-2022)表3厂区内VOCs无组织排放限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S06,佛山市一铧金属制品有限公司新建（重新申报）项目,五、环境保护措施监督检查清单,厂区内无组织废气,噪声,危险废物贮存污染控制标准,GB18597-2023,第二,"2类；限值》(DB44/26-2001)第二时段三级标准 声环境 设备噪声 Leq(A) 选用低噪设备,对高噪声设备采取隔振减振措施；按照《危险废物贮存污染控制标准》(GB18597-2023)有关规范设计,按要求做好防渗措施","理,处理达标后排入杏坛生活污水处理厂处理 广东省地方标准《水污染物排放限值》(DB44/26-2001)第二时段三级标准 声环境 设备噪声 Leq(A) 选用低噪设备,对高噪声设备采取隔振减振措施;合理布局;车间墙体隔声、车间隔声;加强生产管理,合理安排经营时间 《工业企业厂界环境噪声排放标准》(GB12348-2008)中2类标准 电磁辐射 / / / / | 土壤及地下水污染防治措施 | 厂区内应进行硬底化处理,项目危险废物储存区应严格按照《危险废物贮存污染控制标准》(GB18597-2023)有关规范设计,按要求做好防渗措施;生产车间、原料区等区域按一般防渗区要求采取防渗措施。",8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S06,佛山市一铧金属制品有限公司新建（重新申报）项目,五、环境保护措施监督检查清单,厂区内无组织废气,Leq,危险废物贮存污染控制标准,GB18597-2023,第二,"2类；限值》(DB44/26-2001)第二时段三级标准 声环境 设备噪声 Leq(A) 选用低噪设备,对高噪声设备采取隔振减振措施；按照《危险废物贮存污染控制标准》(GB18597-2023)有关规范设计,按要求做好防渗措施","理,处理达标后排入杏坛生活污水处理厂处理 广东省地方标准《水污染物排放限值》(DB44/26-2001)第二时段三级标准 声环境 设备噪声 Leq(A) 选用低噪设备,对高噪声设备采取隔振减振措施;合理布局;车间墙体隔声、车间隔声;加强生产管理,合理安排经营时间 《工业企业厂界环境噪声排放标准》(GB12348-2008)中2类标准 电磁辐射 / / / / | 土壤及地下水污染防治措施 | 厂区内应进行硬底化处理,项目危险废物储存区应严格按照《危险废物贮存污染控制标准》(GB18597-2023)有关规范设计,按要求做好防渗措施;生产车间、原料区等区域按一般防渗区要求采取防渗措施。",8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S07,广东盈和新能源舒有限公司新建项目,表 4-13 项目营运期废气监测计划一览表,废气,污染物/管理事项,恶臭污染物排放标准,GB14554-93,表4-13；表2,表 4-13 项目营运期废气监测计划一览表 | 氨 | 1次/半年 | 《恶臭污染物排放标准》（GB14554-93）表2恶臭污染物排放标准 | 4.9,表 4-13 项目营运期废气监测计划一览表 | 氨 | 1次/半年 | 《恶臭污染物排放标准》（GB14554-93）表2恶臭污染物排放标准 | 4.9,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,厂界废气/噪声,环境质量执行标准,声环境质量标准,GB3096-2008,,3类；65dB(A)；55dB(A)；50米；500 米；5900m；80米；执行《声环境质量标准》（GB3096-2008）中的3类标准，即昼间≤65dB(A)，夜间≤55dB(A),2.声环境保护目标根据佛山市生态环境局关于印发《佛山市声环境功能区划》的通知（佛环（2024）1号），项目所在地声环境质量执行《声环境质量标准》（GB3096-2008）中的3类标准，即昼间≤65dB(A)，夜间≤55dB(A)。由于厂界外周边50米范围内不存在声环境保护目标的建设项目，因此项目不需要监测保护目标声环境质量现状并评价达标情况。3.地下水环境保护目标本项目厂界外 500 米范围内无地下水集中式饮用水水源和热水、矿泉水、温泉等特殊地下水资源。4.地表水保护目标项目所在地距离均安水厂饮用水水源保护区最近距离为5900m。项目生活污水经三级化粪池预处理后排入大门污水处理厂，大门污水处理厂纳污水体为顺德支流，顺德支流为Ⅲ类水体环境功能区。项目最近的水体位于东面的80米处的金陡涌。5.生态环境保护目标项目用地范围内无生态环境保护目标。,7-环境质量执行标准准确性判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,适用对象待核查,污染物/管理事项,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表3-6,表3-6《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）,表3-6《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,无组织废气,NMHC,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,,浓度值,NMHC | 无组织 | 监控点处1h平均浓度值 | 6 | 《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,厂区内无组织废气,噪声,工业企业厂界环境噪声排放标准,GB12348-2008,,3类；65dB；55dB；执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）；满足相应防渗漏、防雨淋、防扬尘等环境保护要求,3.噪声排放标准项目厂界噪声执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）。4.固体废物控制标准危险废物在厂区内暂存应符合《危险废物贮存污染控制标准》（GB18597-2023）；一般工业固废在厂区内贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求;同时危险废物、一般工业固废还需符合《中华人民共和国固体废物污染环境防治法》、《广东省固体废物污染环境防治条例》等要求，进行分类贮存，并按上述标准规范要求做好贮存场地的防渗防漏等措施。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,厂区内无组织废气,危险废物,工业企业厂界环境噪声排放标准,GB12348-2008,,3类；65dB；55dB；执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）；满足相应防渗漏、防雨淋、防扬尘等环境保护要求,3.噪声排放标准项目厂界噪声执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）。4.固体废物控制标准危险废物在厂区内暂存应符合《危险废物贮存污染控制标准》（GB18597-2023）；一般工业固废在厂区内贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求;同时危险废物、一般工业固废还需符合《中华人民共和国固体废物污染环境防治法》、《广东省固体废物污染环境防治条例》等要求，进行分类贮存，并按上述标准规范要求做好贮存场地的防渗防漏等措施。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,厂区内无组织废气,噪声,危险废物贮存污染控制标准,GB18597-2023,,3类；65dB；55dB；执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）；满足相应防渗漏、防雨淋、防扬尘等环境保护要求,3.噪声排放标准项目厂界噪声执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）。4.固体废物控制标准危险废物在厂区内暂存应符合《危险废物贮存污染控制标准》（GB18597-2023）；一般工业固废在厂区内贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求;同时危险废物、一般工业固废还需符合《中华人民共和国固体废物污染环境防治法》、《广东省固体废物污染环境防治条例》等要求，进行分类贮存，并按上述标准规范要求做好贮存场地的防渗防漏等措施。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,三、区域环境质量现状、环境保护目标及评价标准,厂区内无组织废气,危险废物,危险废物贮存污染控制标准,GB18597-2023,,3类；65dB；55dB；执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）；满足相应防渗漏、防雨淋、防扬尘等环境保护要求,3.噪声排放标准项目厂界噪声执行《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准：昼间≤65dB（A），夜间≤55dB（A）。4.固体废物控制标准危险废物在厂区内暂存应符合《危险废物贮存污染控制标准》（GB18597-2023）；一般工业固废在厂区内贮存过程应满足相应防渗漏、防雨淋、防扬尘等环境保护要求;同时危险废物、一般工业固废还需符合《中华人民共和国固体废物污染环境防治法》、《广东省固体废物污染环境防治条例》等要求，进行分类贮存，并按上述标准规范要求做好贮存场地的防渗防漏等措施。,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,根据《排污单位自行监测技术指南 橡胶和塑料制品》（HJ 1207—2021），本项目制定了废气污染源环境自行监测计划，详见下表。,厂区内无组织废气,非甲烷总烃,恶臭污染物排放标准,GB14554-93,表9；表1；表3,1.0m；6m；20mg/m3；限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572；限值（NMHC排放；限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,年 广东省地方标准《大气污染物排放限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572-2015）中表9的排放限值（NMHC排放 | 厂区内 | 非甲烷总烃 | 1次/年 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,根据《排污单位自行监测技术指南 橡胶和塑料制品》（HJ 1207—2021），本项目制定了废气污染源环境自行监测计划，详见下表。,厂区内无组织废气,颗粒物,恶臭污染物排放标准,GB14554-93,表9；表1；表3,1.0m；6m；20mg/m3；限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572；限值（NMHC排放；限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,年 广东省地方标准《大气污染物排放限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572-2015）中表9的排放限值（NMHC排放 | 厂区内 | 非甲烷总烃 | 1次/年 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,根据《排污单位自行监测技术指南 橡胶和塑料制品》（HJ 1207—2021），本项目制定了废气污染源环境自行监测计划，详见下表。,厂区内无组织废气,非甲烷总烃,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表9；表1；表3,1.0m；6m；20mg/m3；限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572；限值（NMHC排放；限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,年 广东省地方标准《大气污染物排放限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572-2015）中表9的排放限值（NMHC排放 | 厂区内 | 非甲烷总烃 | 1次/年 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,根据《排污单位自行监测技术指南 橡胶和塑料制品》（HJ 1207—2021），本项目制定了废气污染源环境自行监测计划，详见下表。,厂区内无组织废气,NMHC,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表9；表1；表3,1.0m；6m；20mg/m3；限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572；限值（NMHC排放；限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,年 广东省地方标准《大气污染物排放限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572-2015）中表9的排放限值（NMHC排放 | 厂区内 | 非甲烷总烃 | 1次/年 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,根据《排污单位自行监测技术指南 橡胶和塑料制品》（HJ 1207—2021），本项目制定了废气污染源环境自行监测计划，详见下表。,厂区内无组织废气,颗粒物,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表9；表1；表3,1.0m；6m；20mg/m3；限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572；限值（NMHC排放；限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,年 广东省地方标准《大气污染物排放限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572-2015）中表9的排放限值（NMHC排放 | 厂区内 | 非甲烷总烃 | 1次/年 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,根据《排污单位自行监测技术指南 橡胶和塑料制品》（HJ 1207—2021），本项目制定了废气污染源环境自行监测计划，详见下表。,厂区内无组织废气,臭气浓度,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表9；表1；表3,1.0m；6m；20mg/m3；限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572；限值（NMHC排放；限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,年 广东省地方标准《大气污染物排放限值》（DB44/27-2001）和《合成树脂工业污染物排放标准》（GB31572-2015）表9的较严值（颗粒物排≤1.0mg/m） 臭气浓度 《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准 非甲烷总烃 《合成树脂工业污染物排放标准》（GB31572-2015）中表9的排放限值（NMHC排放 | 厂区内 | 非甲烷总烃 | 1次/年 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m，监控点处任意一次浓度值≤20mg/m3）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,NMHC,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表9；表1；表3,"4m；20无量纲；6m；20m；浓度；达到《合成树脂工业污染物排放标准》（GB31572-2015）表9排放限值要求（≤4mg/m）；浓度无组织排放能够达到臭气浓度执行《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准（臭气浓度≤20无量纲）；达到广东省地方标准《固定污染源挥发性有机物综合排放标准》的（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m,监控点处任意一次浓度值≤20mg/m）","## 五、环境保护措施监督检查清单 | 注塑 | NMHC、臭气浓度 | 加强车间通风 | NMHC的无组织排放能够达到《合成树脂工业污染物排放标准》（GB31572-2015）表9排放限值要求（≤4mg/m）；臭气浓度无组织排放能够达到臭气浓度执行《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准（臭气浓度≤20无量纲）；厂区内 NMHC 能够达到广东省地方标准《固定污染源挥发性有机物综合排放标准》的（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m,监控点处任意一次浓度值≤20mg/m）。",8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
