project_id,file_name,practical_status,status,text_layer_rate,row_complete_rate,title_complete_rate,checked_rows,complete_rows,partial_rows,missing_rows,reason,md_file,file_id
PL117,PL117_思邦自行车配件(佛山)有限公司改扩建项目_01_受理公告或公示版.pdf,??????,需复核,69.5,90.2,66.7,1120,1010,29,81,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版
PL118,PL118_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版.pdf,??????,需复核,67.2,88.7,100.0,717,636,37,44,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版
PL119,PL119_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,80.8,90.8,100.0,990,899,31,60,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,108_佛山志兴盈包装有限公司新建项目_01_受理公告或公示版
PL119,PL119_佛山志兴盈包装有限公司新建项目_03_报批稿或报告表.pdf,??????,需复核,58.2,0.0,0.0,916,0,0,916,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_09_161-180.md,156_佛山志兴盈包装有限公司新建项目_03_报批稿或报告表
PL119,PL119_佛山志兴盈包装有限公司新建项目_04_报批稿或报告表.pdf,?OCR??,未匹配md,,,,,,,,PDF文件未找到对应md段落,,
PL120,PL120_佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目_01_受理公告或公示版.pdf,???????,需复核,96.4,96.3,100.0,5119,4931,93,95,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,109_佛山市顺德区昶新塑料制品有限公司搬迁、扩建项目_01_受理公告或公示版
PL121,PL121_佛山市宇象汇科技有限公司建设项目_01_受理公告或公示版.pdf,???????,需复核,98.3,96.3,100.0,6128,5901,79,148,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,110_佛山市宇象汇科技有限公司建设项目_01_受理公告或公示版
PL122,PL122_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版.pdf,??????,需复核,65.5,89.7,92.2,1228,1102,61,65,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版
PL123,PL123_佛山市顺德区湛宏塑料制品有限公司改扩建项目_01_受理公告或公示版.pdf,??????,需复核,69.8,93.3,100.0,1653,1542,45,66,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,112_佛山市顺德区湛宏塑料制品有限公司改扩建项目_01_受理公告或公示版
PL124,PL124_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版.pdf,??????,需复核,63.6,92.4,100.0,1389,1284,50,55,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版
PL125,PL125_佛山创顺塑胶有限公司建设项目_01_受理公告或公示版.pdf,??????,需复核,71.4,92.5,100.0,850,786,18,46,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,114_佛山创顺塑胶有限公司建设项目_01_受理公告或公示版
PL126,PL126_佛山市顺德区天玛仕电子有限公司改扩建项目_01_受理公告或公示版.pdf,??????,需复核,57.9,93.2,100.0,1056,984,29,43,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,115_佛山市顺德区天玛仕电子有限公司改扩建项目_01_受理公告或公示版
PL127,PL127_佛山市昇汇包装材料有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,77.9,91.2,100.0,1051,958,35,58,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,116_佛山市昇汇包装材料有限公司新建项目_01_受理公告或公示版
PL128,PL128_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,72.9,90.8,96.4,1070,972,37,61,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,141_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版
PL130,PL130_佛山万美塑料制品有限公司迁扩建项目_01_受理公告或公示版.pdf,??????,需复核,69.4,87.4,83.3,1146,1002,41,103,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,118_佛山万美塑料制品有限公司迁扩建项目_01_受理公告或公示版
PL131,PL131_佛山市顺德区凯锦电器有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,81.5,89.0,100.0,767,683,40,44,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,119_佛山市顺德区凯锦电器有限公司新建项目_01_受理公告或公示版
PL132,PL132_佛山市龙广塑料制品有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,68.1,90.5,100.0,846,766,34,46,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_06_101-120.md,120_佛山市龙广塑料制品有限公司新建项目_01_受理公告或公示版
PL133,PL133_佛山市特美仕电器有限公司迁扩建项目_01_报批稿或报告表.pdf,??????,需复核,64.3,91.1,100.0,1321,1204,53,64,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,121_佛山市特美仕电器有限公司迁扩建项目_01_报批稿或报告表
PL134,PL134_佛山市广优顺品日用品有限公司新建项目_01_报批稿或报告表.pdf,??????,需复核,57.9,91.3,100.0,884,807,29,48,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,122_佛山市广优顺品日用品有限公司新建项目_01_报批稿或报告表
PL135,PL135_佛山市邸怡居家居有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,77.6,91.6,100.0,1110,1017,35,58,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,123_佛山市邸怡居家居有限公司新建项目_01_受理公告或公示版
PL136,PL136_佛山市创灏五金塑料有限公司年产塑料制品1250万件迁改扩建项目_01_受理公告或公示版.pdf,??????,需复核,74.0,94.6,100.0,912,863,12,37,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,124_佛山市创灏五金塑料有限公司年产塑料制品1250万件迁改扩建项目_01_受理公告或公示版
PL137,PL137_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版.pdf,??????,需复核,72.1,92.1,100.0,719,662,26,31,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,125_佛山市顺德区谦和丰塑料制品厂新建项目_01_受理公告或公示版
PL138,PL138_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版.pdf,??????,需复核,72.1,90.0,100.0,709,638,28,43,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,126_佛山市顺德区谦迅盛塑料制品厂新建项目_01_受理公告或公示版
PL140,PL140_广东顺德意达电子薄膜器件有限公司扩建项目_01_受理公告或公示版.pdf,??????,需复核,86.1,88.6,100.0,1395,1236,66,93,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,127_广东顺德意达电子薄膜器件有限公司扩建项目_01_受理公告或公示版
PL141,PL141_佛山市加耐安塑料制品有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,82.4,88.1,98.1,1133,998,47,88,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,128_佛山市加耐安塑料制品有限公司新建项目_01_受理公告或公示版
PL142,PL142_佛山市京耘科技有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,77.3,91.3,100.0,906,827,33,46,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,129_佛山市京耘科技有限公司新建项目_01_受理公告或公示版
PL143,PL143_佛山市汇铭臻新材料科技有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,83.7,87.8,0.0,1044,917,37,90,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,130_佛山市汇铭臻新材料科技有限公司新建项目_01_受理公告或公示版
PL144,PL144_佛山市千紫珏科技有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,81.6,88.9,0.0,1106,983,36,87,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,131_佛山市千紫珏科技有限公司新建项目_01_受理公告或公示版
PL145,PL145_佛山市万朗磁塑制品有限公司顺德分公司新建项目_01_报批稿或报告表.pdf,??????,需复核,77.5,89.8,100,1091,980,35,76,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,132_佛山市万朗磁塑制品有限公司顺德分公司新建项目_01_报批稿或报告表
PL146,PL146_佛山市顺德区全华工艺饰品有限公司新建项目_01_报批稿或报告表.pdf,??????,需复核,59.7,92.3,100.0,613,566,16,31,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,133_佛山市顺德区全华工艺饰品有限公司新建项目_01_报批稿或报告表
PL147,PL147_佛山市顺德区大亚湾五金塑料有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,66.7,93.2,100.0,631,588,15,28,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,134_佛山市顺德区大亚湾五金塑料有限公司新建项目_01_受理公告或公示版
PL148,PL148_佛山市浩创时代包装制品有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,70.3,93.3,98.6,1454,1356,32,66,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,135_佛山市浩创时代包装制品有限公司新建项目_01_受理公告或公示版
PL149,PL149_佛山江福英智能设备制造有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,73.3,90.6,100,965,874,32,59,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,136_佛山江福英智能设备制造有限公司新建项目_01_受理公告或公示版
PL151,PL151_佛山市顺德区德毅塑料有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,76.2,87.5,100.0,706,618,34,54,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,137_佛山市顺德区德毅塑料有限公司新建项目_01_受理公告或公示版
PL152,PL152_佛山市顺德区派信誉塑料有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,80.5,91.2,100.0,979,893,44,42,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,138_佛山市顺德区派信誉塑料有限公司新建项目_01_受理公告或公示版
PL153,PL153_佛山市诗佳格科技有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,68.8,87.0,100,903,786,45,72,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,139_佛山市诗佳格科技有限公司新建项目_01_受理公告或公示版
PL154,PL154_佛山市华泷彩科技有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,72.0,90.1,100,980,883,37,60,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_07_121-140.md,140_佛山市华泷彩科技有限公司新建项目_01_受理公告或公示版
PL155,PL155_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,83.3,93.2,100.0,1043,972,43,28,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,141_佛山市洲友尚包装材料有限公司新建项目_01_受理公告或公示版
PL156,PL156_佛山市坤琪玲塑料制品有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,93.9,86.5,100.0,806,697,30,79,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,142_佛山市坤琪玲塑料制品有限公司新建项目_01_受理公告或公示版
PL157,PL157_佛山市顺德区兴致盛塑料制品有限公司重新报批项目_01_受理公告或公示版.pdf,??????,需复核,74.5,89.2,100.0,960,856,33,71,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,143_佛山市顺德区兴致盛塑料制品有限公司重新报批项目_01_受理公告或公示版
PL158,PL158_佛山市顺德区壹德包装印刷有限公司迁扩建项目_01_受理公告或公示版.pdf,??????,需复核,81.1,94.0,100.0,4893,4599,141,153,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,144_佛山市顺德区壹德包装印刷有限公司迁扩建项目_01_受理公告或公示版
PL159,PL159_广东东梓数码新材料有限公司建设项目_01_受理公告或公示版.pdf,??????,需复核,83.5,88.0,100.0,1030,906,35,89,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,145_广东东梓数码新材料有限公司建设项目_01_受理公告或公示版
PL160,PL160_佛山市顺德区德盈誉智能制造有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,74.7,91.3,100.0,940,858,24,58,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,146_佛山市顺德区德盈誉智能制造有限公司新建项目_01_受理公告或公示版
PL161,PL161_佛山市顺德区菱昌精密塑料五金实业有限公司新建项目_01_受理公告或公示版.pdf,??????,需复核,68.5,91.1,100.0,944,860,23,61,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,147_佛山市顺德区菱昌精密塑料五金实业有限公司新建项目_01_受理公告或公示版
PL162,PL162_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版.pdf,??????,需复核,65.5,92.3,100.0,1244,1148,47,49,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,148_广东创卓电器有限公司迁扩建项目_01_受理公告或公示版
PL164,PL164_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版.pdf,???????,需复核,98.6,95.1,100,5604,5327,97,180,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,149_佛山市顺德区建德包装实业有限公司搬迁扩建项目_01_受理公告或公示版
PL165,PL165_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版.pdf,??????,需复核,71.4,90.7,100.0,922,836,28,58,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,150_浙江宏昌电器科技股份有限公司佛山分公司新建项目_01_受理公告或公示版
PL166,PL166_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版.pdf,??????,需复核,62.4,94.3,100.0,1448,1366,34,48,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,151_佛山市智枞电器制造有限公司扩建项目_01_受理公告或公示版
PL167,PL167_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版.pdf,??????,需复核,84.8,93.1,100.0,2108,1963,50,95,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,152_广东图特精密五金科技股份有限公司智能制造基地建设项目重新报_01_受理公告或公示版
SC002,SC002_128_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,65.0,92.1,100.0,1237,1139,50,48,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表
SC003,SC003_128_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表.pdf,?OCR??,需OCR复核,0.0,0,100,0,0,0,0,PDF文本层不足，可能是扫描件或图片页较多,解析文本拼接_表格清洗增强_08_141-160.md,153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表
SC005,SC005_129_佛山辰僖塑料有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,64.4,92.2,100.0,1338,1234,64,40,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_08_141-160.md,154_佛山辰僖塑料有限公司新建项目_02_报批稿或报告表
SC007,SC007_129_佛山辰僖塑料有限公司新建项目_04_报批稿或报告表.pdf,?OCR??,需OCR复核,0.0,0,100,0,0,0,0,PDF文本层不足，可能是扫描件或图片页较多,解析文本拼接_表格清洗增强_08_141-160.md,154_佛山辰僖塑料有限公司新建项目_04_报批稿或报告表
SC009,SC009_130_和默化学(佛山)有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,54.8,89.8,100.0,1013,910,30,73,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_09_161-180.md,155_和默化学（佛山）有限公司新建项目_02_报批稿或报告表
SC010,SC010_130_和默化学(佛山)有限公司新建项目_03_报批稿或报告表.pdf,?OCR??,需OCR复核,0.0,0,100,0,0,0,0,PDF文本层不足，可能是扫描件或图片页较多,解析文本拼接_表格清洗增强_09_161-180.md,155_和默化学（佛山）有限公司新建项目_03_报批稿或报告表
SC012,SC012_131_佛山市彩川合成材料有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,67.6,90.4,100.0,1274,1152,31,91,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_09_161-180.md,158_佛山市彩川合成材料有限公司新建项目_02_报批稿或报告表
SC013,SC013_131_佛山市彩川合成材料有限公司新建项目_03_报批稿或报告表.pdf,?OCR??,需OCR复核,0.0,0,100,0,0,0,0,PDF文本层不足，可能是扫描件或图片页较多,解析文本拼接_表格清洗增强_09_161-180.md,158_佛山市彩川合成材料有限公司新建项目_03_报批稿或报告表
SC015,SC015_132_佛山市顺德区智成塑包装有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,66.7,90.2,100.0,1152,1039,42,71,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_09_161-180.md,159_佛山市顺德区智成塑包装有限公司新建项目_02_报批稿或报告表
SC016,SC016_132_佛山市顺德区智成塑包装有限公司新建项目_03_报批稿或报告表.pdf,??????,PDF表格不可稳定抽取,100.0,0,100,0,0,0,0,pdfplumber未抽到可核查表格行，仅能做文本层自检,解析文本拼接_表格清洗增强_09_161-180.md,159_佛山市顺德区智成塑包装有限公司新建项目_03_报批稿或报告表
SC018,SC018_133_鹏彩科技(佛山市)有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,66.7,92.3,100.0,1258,1161,21,76,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_09_161-180.md,160_鹏彩科技（佛山市）有限公司新建项目_02_报批稿或报告表
SC019,SC019_133_鹏彩科技(佛山市)有限公司新建项目_03_报批稿或报告表.pdf,?OCR??,需OCR复核,0.0,0,100,0,0,0,0,PDF文本层不足，可能是扫描件或图片页较多,解析文本拼接_表格清洗增强_09_161-180.md,160_鹏彩科技（佛山市）有限公司新建项目_03_报批稿或报告表
SC021,SC021_134_广东顺德意达电子薄膜器件有限公司新建项目_02_报批稿或报告表.pdf,??????,需复核,62.2,91.6,100.0,1098,1006,38,54,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_09_161-180.md,161_广东顺德意达电子薄膜器件有限公司新建项目_02_报批稿或报告表
SC022,SC022_134_广东顺德意达电子薄膜器件有限公司新建项目_03_报批稿或报告表.pdf,??????,PDF表格不可稳定抽取,80.0,0,100,0,0,0,0,pdfplumber未抽到可核查表格行，仅能做文本层自检,解析文本拼接_表格清洗增强_09_161-180.md,161_广东顺德意达电子薄膜器件有限公司新建项目_03_报批稿或报告表
SC024,SC024_135_佛山气盾新材料有限公司新建项目_02_受理公告或公示版.pdf,??????,需复核,61.1,88.8,97.4,919,816,37,66,存在部分PDF表格行未在md中完整命中,解析文本拼接_表格清洗增强_10_181-200.md,166_佛山气盾新材料有限公司新建项目_02_受理公告或公示版
