question_id,project_id,audit_category,gold_version,gold_review_status,experiment_inclusion,report_sha256,include,exclusion_reason,not_for_analysis
PL029_Emission_噪声,PL029,噪声排放标准,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
PL029_Emission_固体,PL029,固体废物控制标准,,未复核,候选池,4adbd1021ed7e36c73d81c24aa43f69d1f8cf7b0d81ee03f53f319507b3926da,false,not_human_frozen,false
PL030_V01_Q01,PL030,国民经济行业分类,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL030_V01_Q03,PL030,环评投资概算,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL030_EnvQuality_Q01,PL030,环境质量数据引用,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL030_Emission_水污,PL030,水污染物排放标准,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL030_Emission_大气,PL030,大气污染物排放标准,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL030_Emission_噪声,PL030,噪声排放标准,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL030_Emission_固体,PL030,固体废物控制标准,,未复核,候选池,559ae7ce2433b34da830376367e1565977223cdb3e8780b2de6ebfb4f4d8a6be,false,not_human_frozen,false
PL031_V01_Q01,PL031,国民经济行业分类,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL031_V01_Q03,PL031,环评投资概算,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL031_EnvQuality_Q01,PL031,环境质量数据引用,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL031_Emission_水污,PL031,水污染物排放标准,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL031_Emission_大气,PL031,大气污染物排放标准,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL031_Emission_噪声,PL031,噪声排放标准,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL031_Emission_固体,PL031,固体废物控制标准,,未复核,候选池,967b2b3bd09e940e7d5b63ca19c7207287cbd51d8a345f70e88278d0794babad,false,not_human_frozen,false
PL032_V01_Q01,PL032,国民经济行业分类,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL032_V01_Q03,PL032,环评投资概算,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL032_EnvQuality_Q01,PL032,环境质量数据引用,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL032_Emission_水污,PL032,水污染物排放标准,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL032_Emission_大气,PL032,大气污染物排放标准,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL032_Emission_噪声,PL032,噪声排放标准,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL032_Emission_固体,PL032,固体废物控制标准,,未复核,候选池,78202d3734e245bcc640e65a384c32acc3d5f1ec5dd593e0b266845841c4750a,false,not_human_frozen,false
PL033_V01_Q01,PL033,国民经济行业分类,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL033_V01_Q03,PL033,环评投资概算,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL033_EnvQuality_Q01,PL033,环境质量数据引用,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL033_Emission_水污,PL033,水污染物排放标准,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL033_Emission_大气,PL033,大气污染物排放标准,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL033_Emission_噪声,PL033,噪声排放标准,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL033_Emission_固体,PL033,固体废物控制标准,,未复核,候选池,61bd7bef6f4f055a173930b33e640f874e8423a89e3d16cd598be588a049d418,false,not_human_frozen,false
PL034_V01_Q01,PL034,国民经济行业分类,,未复核,候选池,4ff56af42cc82bcb4700a3cf893d645f04ecc3ae65b43f22b344d294ac0d4670,false,not_human_frozen,false
PL034_V01_Q03,PL034,环评投资概算,,未复核,候选池,4ff56af42cc82bcb4700a3cf893d645f04ecc3ae65b43f22b344d294ac0d4670,false,not_human_frozen,false
PL035_V01_Q01,PL035,国民经济行业分类,,未复核,候选池,4f6369c9c03f9851934cdb00aa0857f7178660b59eee217a01223e647d4a1ec3,false,not_human_frozen,false
PL035_V01_Q03,PL035,环评投资概算,,未复核,候选池,4f6369c9c03f9851934cdb00aa0857f7178660b59eee217a01223e647d4a1ec3,false,not_human_frozen,false
PL036_V01_Q01,PL036,国民经济行业分类,,未复核,候选池,2c2db290f2ec2c86d1693ae6e2c37a1f1391ba720894d930422ca3726a5a8447,false,not_human_frozen,false
PL036_V01_Q03,PL036,环评投资概算,,未复核,候选池,2c2db290f2ec2c86d1693ae6e2c37a1f1391ba720894d930422ca3726a5a8447,false,not_human_frozen,false
PL037_V01_Q01,PL037,国民经济行业分类,,未复核,候选池,c1842f0050338948ee805802b13bfb5f57455a7a2b3f2dbbe6e4270b512d8694,false,not_human_frozen,false
PL037_V01_Q03,PL037,环评投资概算,,未复核,候选池,c1842f0050338948ee805802b13bfb5f57455a7a2b3f2dbbe6e4270b512d8694,false,not_human_frozen,false
PL038_V01_Q01,PL038,国民经济行业分类,,未复核,候选池,e6abb073f5ef3125dae326503a3a4b4593407a5cc96999209212d7495e1de34a,false,not_human_frozen,false
PL038_V01_Q03,PL038,环评投资概算,,未复核,候选池,e6abb073f5ef3125dae326503a3a4b4593407a5cc96999209212d7495e1de34a,false,not_human_frozen,false
PL039_V01_Q01,PL039,国民经济行业分类,,未复核,候选池,37fcab315c01708f447220df74ca986a76c6a30f103a851367ca6db407421447,false,not_human_frozen,false
PL039_V01_Q03,PL039,环评投资概算,,未复核,候选池,37fcab315c01708f447220df74ca986a76c6a30f103a851367ca6db407421447,false,not_human_frozen,false
PL040_V01_Q01,PL040,国民经济行业分类,,未复核,候选池,eb7cf546b343832a62a0e79931b2286e0c32dacdf4a0856b17326cc9832e1f65,false,not_human_frozen,false
PL040_V01_Q03,PL040,环评投资概算,,未复核,候选池,eb7cf546b343832a62a0e79931b2286e0c32dacdf4a0856b17326cc9832e1f65,false,not_human_frozen,false
PL041_V01_Q01,PL041,国民经济行业分类,,未复核,候选池,e3ae653160b06df662231cea1a8f64a31fe001091b26f5a85a6ff5678b7a664d,false,not_human_frozen,false
PL041_V01_Q03,PL041,环评投资概算,,未复核,候选池,e3ae653160b06df662231cea1a8f64a31fe001091b26f5a85a6ff5678b7a664d,false,not_human_frozen,false
PL042_V01_Q01,PL042,国民经济行业分类,,未复核,候选池,7e40e87a7166a417dd1c82a07d58a20609b097706fcf523f85c23b2d646b4a25,false,not_human_frozen,false
PL042_V01_Q03,PL042,环评投资概算,,未复核,候选池,7e40e87a7166a417dd1c82a07d58a20609b097706fcf523f85c23b2d646b4a25,false,not_human_frozen,false
PL043_V01_Q01,PL043,国民经济行业分类,,未复核,候选池,23432b460dc8f3f463f1aa18a9c28322b62653632fa2f69f156d859cc167a3e3,false,not_human_frozen,false
PL043_V01_Q03,PL043,环评投资概算,,未复核,候选池,23432b460dc8f3f463f1aa18a9c28322b62653632fa2f69f156d859cc167a3e3,false,not_human_frozen,false
PL044_V01_Q01,PL044,国民经济行业分类,,未复核,候选池,c4df6804c7170142ed31aca7509d2b03fda20fcf7ac957e6d7c34da9e551e754,false,not_human_frozen,false
PL044_V01_Q03,PL044,环评投资概算,,未复核,候选池,c4df6804c7170142ed31aca7509d2b03fda20fcf7ac957e6d7c34da9e551e754,false,not_human_frozen,false
